ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country
7-14,9.99,1.0,80.0,5.0,Grab a battle suit and help Aaron defend Knighton!,70364.0,"Become a bigger hero with the LEGO® NEXO KNIGHTS™ Battle Suit Aaron play set, featuring a buildable battle suit with posable limbs, minifigure cockpit, Blazer Bow with spring-loaded shooters, giant fist and a Combo NEXO POWER shield. Includes five scannable shields for NEXO POWERS that provide unique battle skills in the digital game and a new-for-spring-2017 Aaron minifigure.
Includes a new-for-spring-2017 Aaron minifigure.
Features a buildable battle suit with highly posable limbs and a minifigure cockpit.
Also includes a buildable Blazer Bow with dual spring-loaded shooters.
Accessory elements include a Combo NEXO POWER shield and five scannable NEXO Powers.
Download the free LEGO® NEXO KNIGHTS™: MERLOK 2.0 app to your smartphone or tablet. Ask your parents' permission.
Scan shields for each of the five NEXO Powers (Orbital Strike, Spirit Fox, Dropthe Beat, Incinerate and Magnetize) and create your own combinations to power up and defeat the Stone monsters in the LEGO® NEXO KNIGHTS™ game.
Combine with vehicles in other LEGO® NEXO KNIGHTS™ sets to enhance the battle suit with futuristic functions!
Watch all your favorite NEXO KNIGHTS™ characters on Cartoon Network.
Stands over 3” (9cm) tall.",Very Easy,Battle Suit Aaron,4.0,NEXO KNIGHTS™,2.0,US
7-14,9.99,2.0,67.0,4.0,Hammer the enemy into defeat with Ultimate Flama!,70339.0,"Ultimate LEGO® NEXO KNIGHTS™ sets feature awesome action minifigures with epic battle gear. Turn the wheel to swing the gigantic hammer up and down, then use the slime cannon stud shooter and spinning ice disc in battle against the knights. This set features 3 scannable shields for NEXO Powers that provide unique battle skills in the digital game, and includes an Ultimate Flama minifigure.
Includes an Ultimate Flama minifigure.
Ultimate Flama merges live-action play with 3 scannable shields to obtain unique NEXO Powers for digital gaming.
Weapons include a sword, hammer, slime stud shooter and a spinning ice disc.
Accessory elements include a shield, 3 extra studs for the slime stud shooter and a showcase stand.
Turn the wheel to activate the swinging hammer function.
Fire a slime element into the air with the stud shooter.
This set offers an age-appropriate building experience for ages 7-14.
Stands over 2” (7cm) tall.
Download the free LEGO® NEXO KNIGHTS™: MERLOK 2.0 app to your smartphone or tablet. Ask your parents' or guardians' permission before going online.
Scan shields for each of the 3 NEXO Powers (Flame Wreck, Slime Blast and Ice Dragon) and power up in the LEGO® NEXO KNIGHTS™ game.
Collect and combine all the Ultimate LEGO® NEXO KNIGHTS™ sets to boost your collection of ultimate battle gear.
Watch all your favorite NEXO KNIGHTS™ episodes on Cartoon Network.",Very Easy,Ultimate Flama,4.0,NEXO KNIGHTS™,4.0,US
7-14,9.99,2.0,75.0,3.5,Soar into battle with Ultimate Lance and his jet wings!,70337.0,"Ultimate LEGO® NEXO KNIGHTS™ sets are futuristic action minifigures with epic battle gear. Take hold of the jousting lance and attach the jet boosters to Ultimate Lance's wings to play out flying battle scenes. This set features 3 scannable shields for NEXO Powers that provide unique battle skills in the digital game, and includes an Ultimate Lance minifigure.
Includes an Ultimate Lance minifigure.
Ultimate Lance merges live-action play with 3 scannable shields to obtain unique NEXO Powers for digital gaming.
Attach the jet boosters to the wings and position them for the best flying direction.
Weapons include a jousting lance and water cannon stud shooter.
Accessory elements include 2 jet boosters and a showcase stand.
This set offers an age-appropriate building experience for ages 7-14.
Stands over 2” (6cm) tall.
Download the free LEGO® NEXO KNIGHTS™: MERLOK 2.0 app to your smartphone or tablet. Ask your parents' or guardians' permission before going online.
Scan shields for each of the 3 NEXO Powers (Take off, Charge Attack and Sea Dragon) and power up in the LEGO® NEXO KNIGHTS™ game.
Collect and combine all the Ultimate LEGO® NEXO KNIGHTS™ sets to boost your collection of ultimate battle gear.
Watch all your favorite NEXO KNIGHTS™ episodes on Cartoon Network.",Easy,Ultimate Lance,3.5,NEXO KNIGHTS™,4.0,US
7-14,9.99,,66.0,,Unleash mighty Macy and send the Stone monsters running!,70363.0,"Turn Macy into the toughest knight in the realm with this LEGO® NEXO KNIGHTS™ Battle Suit play set, featuring a buildable battle suit with posable limbs, minifigure cockpit, super-sized mace, giant fist and a Combo NEXO Power shield. Includes five scannable shields for NEXO Powers that provide unique battle skills in the digital game and a new-for-spring-2017 Macy minifigure.
Includes a new-for-spring-2017 Macy minifigure.
Features a buildable battle suit with highly posable limbs and a minifigure cockpit.
Also includes a super-sized buildable mace with translucent-orange head.
Accessory elements include a Combo NEXO Power shield and five scannable NEXO Powers.
Download the free LEGO® NEXO KNIGHTS™: MERLOK 2.0 app to your smartphone or tablet. Ask your parents' permission.
Scan shields for each of the five NEXO Powers (Wrecking Ball, Iron Dragon, Battle Cry, Slime Blast and Mightiness) and create your own combinations to power up and defeat the Stone monsters in the LEGO® NEXO KNIGHTS™ game.
Combine with vehicles in other LEGO® NEXO KNIGHTS™ sets to enhance the battle suit with futuristic functions!
Watch all your favorite NEXO KNIGHTS™ characters on Cartoon Network.
Stands over 3” (9cm) tall.",,Battle Suit Macy,,NEXO KNIGHTS™,,US
8-14,9.99,,69.0,,Knock out enemies with Ultimate Axl's gigantic fists!,70336.0,"Ultimate LEGO® NEXO KNIGHTS™ sets are futuristic action minifigures with ultimate battle gear. Twist the ultra armor function on Ultimate Axl's back to move his gigantic fists, or attack with the magnetizer club. Then twirl enemies away with the spinning top with blades, or heroically jump into battle with an axe. This set features 3 scannable shields for NEXO Powers that provide unique battle skills in the digital game, and includes an Ultimate Axl minifigure.
Includes an Ultimate Axl minifigure.
Ultimate Axl merges live-action play with 3 scannable shields to obtain unique NEXO Powers for digital gaming.
Twist the ultra armor function to move the fists.
Weapons includes an axe and a spinning top with yellow blades.
Accessory elements include 2 attachable fists, a magnetizer club and a showcase stand.
This set offers an age-appropriate building experience for ages 8-14.
Stands over 2” (7cm) tall.
Download the free LEGO® NEXO KNIGHTS™: MERLOK 2.0 app to your smartphone or tablet. Ask your parents' or guardians' permission before going online.
Scan shields for each of the 3 NEXO Powers (Fist Smash, Magnetize and Stone Stun) and power up in the LEGO® NEXO KNIGHTS™ game.
Collect and combine all the Ultimate LEGO® NEXO KNIGHTS™ sets to boost your collection of ultimate battle gear.
Watch all your favorite NEXO KNIGHTS™ episodes on Cartoon Network.",,Ultimate Axl,,NEXO KNIGHTS™,,US
7-14,9.99,1.0,64.0,5.0,Fire up Ultimate General Magmar to defeat the opponents!,70338.0,"Ultimate LEGO® NEXO KNIGHTS™ sets feature awesome minifigures with futuristic battle gear. Attach the fists for extra battle power, or insert the circular saw blades or whirlwind blades into the ultra armor and turn the handle to make them rotate. This set features 3 scannable shields for NEXO Powers that provide unique battle skills in the digital game, and includes an Ultimate General Magmar minifigure.
Includes an Ultimate General Magmar minifigure.
Ultimate General Magmar merges live-action play with 3 scannable shields to obtain unique NEXO Powers for digital gaming.
Turn the handle on Ultimate General Magmar's back to spin the blades.
Weapons include a sword, 2 translucent-orange circular saw blades, and 2 translucent-blue whirlwind blades.
Accessory elements include 2 fist smashers, shield and a showcase stand.
This set offers an age-appropriate building experience for ages 7-14.
Stands over 2” (7cm) tall.
Download the free LEGO® NEXO KNIGHTS™: MERLOK 2.0 app to your smartphone or tablet. Ask your parents' or guardians' permission before going online.
Scan shields for each of the 3 NEXO Powers (Rock Ripper, Whirlwind and Mightiness) and power up in the LEGO® NEXO KNIGHTS™ game.
Collect and combine all the Ultimate LEGO® NEXO KNIGHTS™ sets to boost your collection of ultimate battle gear.
Watch all your favorite NEXO KNIGHTS™ episodes on Cartoon Network.",Very Easy,Ultimate General Magmar,5.0,NEXO KNIGHTS™,4.0,US
6+,14.99,,30.0,,Grow Jestro's army with these hot-headed Lava monsters!,853516.0,"Join the ranks of Jestro's legion of evil minions with this LEGO® NEXO KNIGHTS™ Monsters Army-Building Set. Help him find the magic books scattered across the kingdom of Knighton and the power will be all yours! Makes a great gift for fans of NEXO KNIGHTS play sets. Includes 4 minifigures.
Includes 4 minifigures with assorted weapons: 2 Flame Throwers, an Ash Attacker and a Crust Smasher.
Makes a great gift for fans of LEGO® NEXO KNIGHTS™ play sets.
This item offers an age-appropriate play experience for ages 6 and over.
Combine with LEGO® NEXO KNIGHTS™ play sets for even more play options.
Watch LEGO® NEXO KNIGHTS™ Season 1, Episode 1 on our YouTube channel!",,LEGO® NEXO KNIGHTS™ Monsters Army-Building Set,,NEXO KNIGHTS™,,US
7-14,3.99,8.0,10.0,3.1,Collect and combine the NEXO Powers to defeat Monstrox!,70372.0,"Open the bag to reveal the five ‘mystery’ NEXO Powers, then create your own way of defeating the enemy by combining three NEXO Powers into one. Place the NEXO Powers in the included Combo NEXO Power shield, then scan into the free LEGO® NEXO KNIGHTS™ MERLOK 2.0 app and bring your creation to life in the digital game.
Features five mystery NEXO Powers, each in a different color (red, green, blue, yellow and white), plus a Combo NEXO Power shield.
Scan the shields to create your own combination to defeat Monstrox and the Stone monsters in the LEGO® NEXO KNIGHTS™: Merlok 2.0 app.
Connect Combo NEXO Power shields together with the connecting elements and build your own unique structures.
More than 35 NEXO Powers to collect!
Also includes an inspiration and collectability leaflet.
This set offersan age-appropriate build and play experience for ages 7-14.
Download the free LEGO® NEXO KNIGHTS™: MERLOK 2.0 app to your smartphone or tablet. Ask your parents' permission.
Watch all your favorite NEXO KNIGHTS™ episodes on Cartoon Network.
PLEASE NOTE: Only 5 of 35 individual NEXO Powers in each ‘mystery' bag. Unfortunately, we cannot accommodate requests for specific NEXO Powers.",Very Easy,Combo NEXO Powers Wave 1,3.4,NEXO KNIGHTS™,3.3,US
9-14,159.99,52.0,2295.0,4.7,Join the ninja aboard Wu’s flying ship!,70618.0,"Construct Wu’s huge ninja training base, Destiny’s Bounty. This highly detailed THE LEGO® NINJAGO® MOVIE™ model consists of 3 modular levels and features a double-headed dragon figurehead, decorated sails, wind-up-and-release anchors, dojo area for ninja training, a bathroom and Wu’s bedroom in the hull. This amazing model also includes hidden weapons including the ultimate weapon— the laser-style pointer, plus 7 minifigures with assorted weapons to bolster the exciting role-play possibilities.
Build a huge ninja training base, featuring 3 modular levels and features a double-headed dragon figurehead, decorated sails and wind-up and release anchors!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 7 minifigures: Wu, Kai, Lloyd, Zane, Nya, Jay and Cole
LEGO Ninjago building toys are compatible with all LEGO construction sets for creative building
Measures over 17” high, 21” long and 6” wide
2295 pieces – For boys and girls between the ages of 9 and 14
This item’s shipping box indicates what's inside. It's not as stealthy as our typical boxes!",Challenging,Destiny's Bounty,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,US
16+,299.99,88.0,4867.0,4.8,Live the life of a ninja in NINJAGO® City!,70620.0,"Enjoy endless role-play fun in NINJAGO® City, a hugely-detailed 3-level model connected by a sliding elevator. Level 1 features a traditional fish market, house, a bridge over a stream, and a fishing boat. The second level has a modern fashion store, comic book store, crab restaurant with ‘crab-grilling’ function and cash-dispensing ATM. The vertical city is topped off with Lloyd Garmadon and Misako’s apartment, a rooftop sushi bar with sushi conveyor belt, and a radio tower. This action-packed THE LEGO® NINJAGO MOVIE™ set also includes 16 minifigures and Sweep the maintenance robot.
Includes 16 minifigures: Jay, Kai and Lloyd Garmadon (each with new-for-August-2017 high school outfit decoration), Green Ninja Suit, Misako, Jamanakai Villager, Sally, Ivy Walker, Konrad, Severin Black, Tommy, Guy, Juno, Mother Doomsday, Shark Army Gunner and Officer Noonan, plus Sweep the maintenance robot.
Features a 3-level model (each level lifts off for easy play) connected by a sliding elevator, plus a traditional fishing boat.
Level 1 features a bridge, sewer outlet, stream with translucent-blue and translucent-green water elements, sliding elevator with room for a minifigure, traditional fish market with fish and crab elements, house with dining room and bedroom with sliding screen doors and foldout ‘solar panels’, Sweep the maintenance robot's service station with assorted tool elements, and a taxi stand with telephone element.
Level 2 features a modern fashion store with 2 mannequins and assorted NINJAGO® product elements, a construction site with a bonsai tree, a comic book store with brick-built sign, cashier desk, comic book stand with assorted elements including collectible NINJAGO training cards, a crab restaurant with brick-built crab entrance sign and oven with ‘crab-grilling’ function, a cash-dispensing ATM, 15 bank note elements (ATM can dispense up to 13), and a movie poster display stand with 4 interchangeable movie poster elements.
Place the uncooked crab element in the oven, turn the dial and open the oven to reveal a cooked crab element.
Press the handle behind the ATM to dispense bank note elements.
Level 3 features a radio tower, modern rooftop sushi bar with sushi conveyor belt function and brick-built food, bathroom with sliding door, and brick-built puffer fish and squid sculptures, Lloyd Garmadon and Misako's apartment with an opening window, bunk bed, kitchen unit and attic space for the Green Ninja Suit minifigure.
Turn the dial to activate the sushi conveyor belt.
Weapons include Jay's chain with spike and Shark Army Gunner’s fish flame.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
NINJAGO® City measures over 24” (63cm) high, 12” (31cm) wide and 16” (42cm) deep.
Traditional fishing boat measures over 1” (4cm) high, 3” (10cm) long and 1” (3cm) wide.",Challenging,NINJAGO® City,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,US
9-14,99.99,15.0,1403.0,4.5,Evade the traps inside the Temple!,70617.0,"Join a ninja mission to infiltrate THE LEGO® NINJAGO® MOVIE™ Temple of The Ultimate Ultimate Weapon. The temple features a secret entrance, trapdoor function, rock-dropping and dynamite-dropping functions, blade-shooting and chopping-sword traps, dungeon, a hanging cage to capture a minifigure inside, and a pull-out section with poles for minifigures to leap between to reach the treasure chest. This set includes 7 minifigures with assorted weapons and 2 buildable temple guardian figures for endless action role-play fun.
Build your own Temple of the Ultimate Ultimate Weapon, featuring trapdoor, rock-dropping and dynamite-dropping functions, dungeon with secret entrance/escape route, library, storage room, two attic rooms, hanging cage and much more!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 7 minfigures: Kai, Nya, Cole, Zane, Lloyd, Jay and Jungle Garmadon with four arms and new jungle outfit decoration, plus two buildable temple guardian figures
LEGO NINJAGO brick building toys are compatible with all other LEGO construction sets for creative building
Temple of the Ultimate Ultimate Weapon measures over 19” tall, 14” wide and 11” deep. Temple guardians stand over 3” tall
1403 pieces – For boys and girls between the ages of 9 and 14 years old",Average,Temple of The Ultimate Ultimate Weapon,4.8,THE LEGO® NINJAGO® MOVIE™,4.8,US
9-14,89.99,11.0,1202.0,4.7,Turn sound into a weapon with Cole’s Quake Mech!,70632.0,"Fire ‘soundwaves’ from Cole’s Quake Mech to save TV reporter Fred Finley from the shark army, with this all-action THE LEGO® NINJAGO® MOVIE™ set. The highly posable, uni-wheel Quake Mech features an opening minifigure cockpit, fold-up shoulder ‘loudspeakers' with 8 hidden ‘soundwave'-shooting flick missiles, fully posable arms with gripping fists and a big wheel with stabilizer. This cool toy for kids also includes 5 minifigures with assorted weapons to intensify the role-play battles.
Includes 5 minifigures: Cole, Misako, Crusher, Mike the Spike and Fred Finley.
Quake Mech features an opening minifigure cockpit, fully posable arms, gripping fists, fold-up shoulder ‘loudspeakers’ with 4 ‘soundwave’-shooting flick missiles on each shoulder, and a big wheel with stabilizer.
Weapons include Cole's hammer, Misako's bow and arrow, Crusher's fish sword and Mike the Spike's fish spear.
Accessory elements include Misako's quiver and Fred Finley's microphone.
Misako and Fred Finley minifigures are new for December 2017.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
This cool toy for kids is suitable for ages 9-14.
Measures over 12” (33cm) high, 6” (16cm) long and 11” (30cm) wide.",Average,Quake Mech,4.5,THE LEGO® NINJAGO® MOVIE™,4.4,US
9-14,79.99,9.0,830.0,4.6,Defend NINJAGO® City from Garmadon Shark Mech attack!,70656.0,"Help Lloyd to save Nomis and Nancy from Garmadon’s Shark Mech with this action-packed THE LEGO® NINJAGO® MOVIE™ garmadon, Garmadon, GARMADON! set. The mech features 2 opening cockpits, LEGO studs to stand the Garmadon minifigure on top of the shark's head, trigger-operated snapping jaws, posable legs and 2 shooting cannons. This cool toy for kids also includes a hot dog stand and 6 minifigures with assorted play-starting weapons and accessory elements.
Includes 6 minifigures: Garmadon, Lloyd, Hammer Head, Frank, Nomis and Nancy.
Garmadon Shark Mech features 2 opening minifigure cockpits (rear cockpit features transparent bubble windshield and opening weapon compartment with 2 katanas), LEGO® studs to stand the Garmadon minifigure on top of the shark's head, trigger-operated snapping jaws, posable legs, 2 shooting cannons, shark fins, 3 rotating propellers and translucent-blue eye elements.
Hot dog stand features a big buildable sausage on the roof, ‘HOT Noodle DOG’ sign, ‘HOT’ flag and assorted elements including a hot dog and 2 condiment dispensers.
Weapons include Garmadon’s 2 katana swords, Lloyd’s sword, Hammer Head’s fish hammer and Frank’s fish spear.
Also includes Nancy's hot dog element.
Nomis and Nancy minifigures are new for December 2017.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
This cool toy for kids is suitable for ages 9-14.
Garmadon Shark Mech measures over 9” (25cm) high, 14” (38cm) long and 10” (26cm) wide.
Hot dog stand measures over 3” (9cm) high, 3” (8cm) wide and 1” (4cm) deep.",Average,"garmadon, Garmadon, GARMADON!",4.9,THE LEGO® NINJAGO® MOVIE™,4.8,US
9-14,79.99,6.0,914.0,4.8,Take on the shark army with Zane’s Ice Tank!,70616.0,"Help Zane save Patty Keys and Torben from the shark soldiers with this action-packed THE LEGO® NINJAGO® MOVIE™ Ice Tank set. This cool vehicle features an opening minifigure cockpit, big tracks, ice cannon with 6-stud rapid shooter, and a rotating ice container. The set also includes 5 minifigures with assorted weapons—including Zane’s bow and arrow and Shark Army Thug’s fish spike dagger—to add to the exciting role-play possibilities.
Includes 5 minifigures: Zane, Shark Army Thug, Angler, Patty Keys and Torben.
Ice Tank features an opening minifigure cockpit, big tracks, ice cannon with 6-stud rapid shooter and a rotating translucent-blue ice container with extra ice ammo elements for the rapid shooter.
Drive the tank to make the ice container spin.
Weapons include Zane's bow and arrow, Shark Army Thug's fish spike dagger and Angler's bladed fish sword.
Accessory elements include Zane's quiver and Angler's scuba diving tank.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
Ice Tank measures over 8” (21cm) high, 12” (31cm) long and 9” (23cm) wide.",Average,Ice Tank,4.8,THE LEGO® NINJAGO® MOVIE™,4.7,US
8-14,69.99,6.0,765.0,3.8,Explore the mysterious Temple of Resurrection!,70643.0,"Help the ninja protect the Temple of Resurrection and prevent Lord Garmadon’s rebirth with this highly detailed LEGO® NINJAGO® set. The temple features an entrance gangway, opening walls, spider prison, revolving walls with hidden Oni masks and 2 trapdoor functions. Activate the roof's good-to-evil transformation function to reveal Lord Garmadon's resurrection chamber. This construction toy also includes 7 minifigures—and a ‘mysterious baby' element—to role-play battle scenes between the ninja and the Sons of Garmadon.
Includes 7 minifigures: Cole, Lloyd, Harumi, Hutchins, Mr. E, Chopper Maroon and Lord Garmadon, plus a ‘mysterious baby’ element.
Temple of Resurrection features 2 levels, a roof with good-to-evil transformation function and Lord Garmadon’s resurrection chamber.
Lower level has blue water-style baseplates, reed elements, an entrance gangway, opening walls, buildable skeleton, opening minifigure-sized spider prison with spider element, crate with spear, sai, sword and kendo mask, plus 2 exterior flag elements.
Upper level has a balcony with railings, 2 exterior lantern-style decorations, the 3 Oni masks—the Mask of Hatred, Mask of Deception and Mask of Vengeance—with 2 of the masks hidden behind revolving walls, and 2 trapdoor functions.
Activate the good-to-evil roof transformation function to give the temple an evil facade and reveal Lord Garmadon's resurrection chamber with a plinth for the Lord Garmadon minifigure, plus 2 translucent flame elements.
Weapons include Cole’s hammer and 2 katanas, Lloyd’s sword and 2 katanas, Hutchins’ stick, Mr. E’s 2 katanas and Chopper Maroon’s katana and wrench.
Recreate and role-play epic scenes from the NINJAGO® Masters of Spinjitzu TV show.
This construction toy is suitable for ages 7-14.
Measures over 10” (26cm) high, 7” (19cm) wide and 6” (17cm) deep.
As seen in the LEGO® Ride Ninja TV commercial.",Average,Temple of Resurrection,4.2,NINJAGO®,4.2,US
9-14,69.99,19.0,944.0,3.6,Put the heat on the shark army with Kai’s Fire Mech!,70615.0,"Get set for sizzling battle action with this huge and highly posable THE LEGO® NINJAGO® MOVIE™ mech. The Fire Mech features an opening minifigure cockpit, 2 shoulder disc shooters and 2 arms with non-shooting fire blasters. Includes 6 minifigures with assorted weapons—including Kai’s katanas and Zane’s bow and arrow—to offer even more thrilling role-play possibilities.
Build your own Fire Mech, complete with opening minifigure cockpit, posable arms and legs, two non-shooting fire blasters with translucent fire-style elements, two shoulder disc shooters and more!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 6 minifigures: Kai, Zane, Lauren, Henry, Hammer Head and Jelly
LEGO NINJAGO brick building toys are compatible with all other LEGO construction sets for creative building
Fire Mech measures over 14” high, 4” long and 8” wide
944 pieces – For boys and girls between the ages of 9 and 14 years old",Average,Fire Mech,4.2,THE LEGO® NINJAGO® MOVIE™,4.6,US
8-14,59.99,8.0,747.0,4.3,Defend NINJAGO® City against Garma Mecha Man!,70613.0,"Help Lloyd protect civilian Pat from attack by Garma Mecha Man with this awesome THE LEGO® NINJAGO® MOVIE™ set. This huge and highly posable mech features an opening minifigure cockpit for Garmadon, spring-loaded shark blaster, ammo belt and a fish tank. Includes 4 minifigures with assorted weapons—including Garmadon’s laser-style pointer and Lloyd’s tasseled sword—to bolster the battle role-play possibilities.
Includes 4 minifigures: Garmadon, Great White, Lloyd and Pat.
Garma Mecha Man features an opening minifigure cockpit, posable head, arms and legs, spring-loaded shark blaster, ammo belt with shark-shaped ammo elements, and an opening translucent-blue fish tank with mini-shark elements.
Weapons include Garmadon's laser-style pointer and 4 katanas, Great White's fish spear and Lloyd's tasseled sword.
Also includes Pat's camera.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
Garma Mecha Man measures over 11” (30cm) high, 5” (14cm) long and 9” (24cm) wide.",Average,Garma Mecha Man,4.5,THE LEGO® NINJAGO® MOVIE™,4.5,US
9-14,59.99,8.0,876.0,4.7,Speed to the rescue with Jay’s Lightning Jet!,70614.0,"Save Ed and Edna from the shark army’s crab with Jay’s Lightning Jet in this thrilling THE LEGO® NINJAGO® MOVIE™ set. The jet has a handle for easy pick-up-and-play and maximum swooshability, plus an opening minifigure cockpit, spring-loaded shooter and trigger-activated rotating electro-disc. The crab features posable legs, a snapping pincer and 6-stud rapid shooter, and the set also includes 6 minifigures with assorted weapons to dial up the role-play conflict.
Build your own Lightning Jet, featuring opening cockpit, spring-loaded shooter, trigger-activated rotating electro disc and adjustable wings and Shark Army crab!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 6 minifigures: Jay, Ed, Edna, Crusty, Jelly and Shark Army Thug
LEGO NINJAGO brick building toys are compatible with all other LEGO construction sets for creative building
Lightning Jet measures over 7” high, 17” long and 11” wide. Crab measures over 2” high, 3” long and 4” wide
876 pieces – For boys and girls between the ages of 9 and 14 years old",Average,Lightning Jet,5.0,THE LEGO® NINJAGO® MOVIE™,4.6,US
8-14,49.99,2.0,556.0,4.5,Get weaponized for a dynamic Killow vs. Samurai X duel!,70642.0,"Match Killow’s Oni Chopper against the Samurai X Mech in a battle for the Oni Mask of Deception, with this action-packed LEGO® NINJAGO® set. The Oni Chopper features a spinning front saw blade, flip-out blades and detachable skateboards for Killow, while the posable Samurai X Mech has a dual stud shooter, spinning blade and a detachable Samurai X blade. This cool toy for kids also includes 2 minifigures and a big figure with weapons to bolster the role-play battles.
Includes Samurai X and Jay minifigures, plus a Killow big figure.
Oni Chopper features a driver’s seat for Killow, spinning front saw blade, 2 flip-out blades, 2 detachable skateboards and a storage compartment with a spiked baseball bat.
Attach the skateboards to Killow's feet and skate into battle.
Samurai X Mech features an opening minifigure cockpit, posable arms and legs, gripping hands, dual stud shooter, spinning blade and a detachable Samurai X blade.
Detach the Samurai X blade from the back of the mech and place it the mech’s gripping hand to attack.
Killow big figure comes with a booster pack featuring 2 stud shooters, a booster and a flag element.
Attach the Oni Mask of Deception transformation element to the Killow big figure to make him even more evil!
Weapons include Jay's nunchucks and 2 katanas, and Samurai X's 2 katanas.
Samurai X minifigure is new for January 2018.
Recreate and role-play epic scenes from the NINJAGO® Masters of Spinjitzu TV show.
This cool toy for kids is suitable for ages 8-14.
Oni Chopper measures over 3” (8cm) high, 12” (32cm) long and 3” (10cm) wide.
Samurai X Mech measures over 5” (15cm) high, 2” (7cm) long and 3” (8cm) wide, and 8” (22cm) wide with arms spread.
Killow big figure stands over 2” (6cm) tall.
Killow's booster pack measures over 3” (8cm) high, 2” (6cm) wide and 1” (4cm) deep.
As seen in the LEGO® Ride Ninja TV commercial.",Average,Killow vs. Samurai X,4.0,NINJAGO®,4.5,US
8-14,49.99,7.0,521.0,4.7,Get all fired up at Garmadon’s Volcano Lair!,70631.0,"Join Zane’s mission to infiltrate evil Garmadon’s Volcano Lair and take on the shark army, with this exciting THE LEGO® NINJAGO® MOVIE™ set. The base includes a minifigure-launch function at the tip of the volcano, Garmadon’s throne room, computer lab with a mini piranha mech prototype, construction zone with an exploding wall function and rotating crane to lift the included shark figure, plus a drone launch pad. This building toy also includes 5 minifigures.
Includes 5 minifigures: Garmadon, Zane, General #1, Steve and Four Eyes, plus a shark figure.
Garmadon’s Volcano Lair features an entrance shaped like Garmadon’s face, minifigure-launch function at the tip of the volcano, Garmadon’s throne room, computer lab, construction zone, drone launchpad, translucent-orange lava elements and blue water-style baseplates.
Garmadon's throne room features a big seat, teapot and pot elements, fish tank with 2 fish elements and a weapon rack with arrow and sai weapons.
Use the fish elements to create a buildable shark army weapon.
Computer lab features a computer keyboard and screen elements, mini piranha mech prototype and a coffee machine with cup element.
Construction zone features a rotating crane to lift the shark figure, a wheel-operated exploding wall function and a flick missile.
Also includes a drone launchpad and shell drone with foldout wings.
Evade the shark's snapping jaws.
Weapons include Garmadon's staff and katana, Zane’s bow and arrow, General #1’s fish sai and Four Eyes’ fish spear.
Also includes Zane’s quiver element.
General #1, Steve and Four Eyes minifigures are all new for December 2017.
Recreate and role-play exciting THE LEGO® NINJAGO® MOVIE™ scenes.
This building toy is suitable for ages 8-14.
Measures over 10” (26cm) high, 12” (31cm) wide and 6” (16cm) deep.",Average,Garmadon's Volcano Lair,4.3,THE LEGO® NINJAGO® MOVIE™,5.0,US
8-14,49.99,29.0,544.0,4.6,Take on Garmadon with the Green Ninja Mech Dragon!,70612.0,"Outwit The Green Ninja’s evil father Garmadon with this mighty THE LEGO® NINJAGO® MOVIE™ mech. The Green Ninja Mech Dragon features articulated snapping jaws, a fully posable body, wheel-activated swooshing tail, 2 leg-mounted stud shooters and 2 hidden pop-out thrusters. This set includes 4 minifigures with assorted weapons—including The Green Ninja’s sword and Garmadon’s laser-style pointer—to offer even more role-play battle possibilities.
Build your own Green Ninja Mech Dragon, featuring minifigure cockpit, articulated snapping jaws, posable body, wheel-activated swooshing tail with spikes, and two leg-mounted stud shooters!
Featured in THE LEGO® NINJAGO® MOVIE
Includes 4 minfigures: Lloyd, Master Wu, Lord Garmadon and Charlie
LEGO NINJAGO brick building toys are compatible with all other LEGO construction sets for creative building
Green Ninja Mech Dragon measures over 5” high, 23” long and 4” wide
544 pieces – For boys and girls between the ages of 8 and 14 years old",Average,Green Ninja Mech Dragon,4.7,THE LEGO® NINJAGO® MOVIE™,4.5,US
