ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country
10-16,176.8878,18.0,1456.0,4.6,Divide the 4-in-1 Ultimate Batmobile and conquer the Super-Villains!,70917.0,"Team up with THE LEGO® BATMAN MOVIE characters Batman™, Batgirl™, Robin™ and Alfred Pennyworth™ (in Batsuit) to give the Super-Villains quadruple trouble with The Ultimate Batmobile! This amazing model divides into 4 separate vehicles: the Batmobile, Batwing, Bat-Tank and Batcycle. The Batmobile features foldout boosters and 4 stud shooters, while the Batwing has foldout wings and 2 spring-loaded shooters. The Batcycle has foldable wheels and the heavily-armored Bat-Tank boasts 2 hidden 6-stud rapid shooters. The set also includes the rotating Bat-Signal with a LEGO® light brick, Polka-Dot Man’s flying disc, plus 8 minifigures with assorted weapons and accessories to inspire endless role-play action.
Includes eight minifigures: Batman™, Robin™, Batgirl™, Polka-Dot Man™, Alfred Pennyworth™ (in Batsuit), Wicked Witch of the West and two Flying Monkeys.
This set features the 4-in-1 Ultimate Batmobile which divides into four separate vehicles: the Batmobile, Batwing, Bat-Tank and Batcycle. Also includes a buildable Bat-Signal.
Batmobile features an opening minifigure cockpit, four stud shooters, two foldout boosters, two hidden non-shooting cannons, and translucent light-style elements.
Batwing features an opening minifigure cockpit with dashboard details, two spring-loaded shooters, foldout wings, Bat-shaped tail wings, and translucent light-style elements.
Bat-Tank features an opening minifigure cockpit with dashboard details, big wheels, two hidden six-stud rapid shooters, opening armory compartment with control panel details, and translucent light-style elements.
Batcycle features foldable wheels for riding and parking inside The Ultimate Batmobile.
Also includes Polka-Dot Man’s new-for-June-2017 flying disc.
Activate the Bat-Signal’s LEGO® light brick to project the Bat symbol.
Weapons include Batman™ and Batgirl’s Batarangs, Polka-Dot Man’s two polka dots and Alfred Pennyworth’s two swords.
Accessory elements include Batman™, Robin™, Batgirl™, Alfred Pennyworth™ and Wicked Witch of the West’s capes, Batman and Batgirl’s molded utility belt, Polka-Dot Man’s helmet, Alfred Pennyworth’s hat, and Wicked Witch of the West’s hat and broomstick.
The Ultimate Batmobile measures over 4” (12cm) high, 14” (37cm) long and 6” (16cm) wide.
Bat-Tank measures over 2” (7cm) high, 6” (16cm) long and 5” (14cm) wide.
Batwing measures over 3” (8cm) high, 7” (20cm) long and 7” (19cm) wide.
Batcycle measures over 1” (4cm) high, 4” (11cm) long and 1” (3cm) wide.
Batmobile measures over 3” (9cm) high, 9” (23cm) long and 4” (12cm) wide.
Polka-Dot Man’s flying disc measures over 1” (3cm) in diameter.
Bat-Signal measures over 3” (10cm) high, 2” (6cm) wide and 2” (6cm) deep.",Average,The Ultimate Batmobile,4.6,THE LEGO® BATMAN MOVIE,4.6,PT
8-14,140.2878,23.0,1047.0,4.7,Protect the Batcave from The Penguin’s invasion!,70909.0,"Defend against The Penguin’s Duckmobile invasion of the Batcave in THE LEGO® BATMAN MOVIE: Batcave Break-in set. The highly detailed Batcave features a rotating transformation chamber for Bruce Wayne™ to ‘transform’ into Batman™, rotating Batcomputer control center with multiscreen elements and elevating platform function, and a prison with an exploding escape wall function. The Batcave also has a rotating wardrobe with alternative Scu-Batsuit, Raging Batsuit or the Bat-Pack Batsuit minifigure bodies for Batman. Dial up the conflict by using the Batboat’s spring-loaded missiles against the Duckmobile’s dual stud shooters and flick missiles. Includes four minifigures plus two Hench-Penguin figures.
Includes four minifigures: Batman™, The Penguin™, Bruce Wayne™ and Alfred Pennyworth™, plus two Hench-Penguin figures, each with robot-style hands.
This action-packed set features a highly detailed Batcave, Batboat and The Penguin’s Duckmobile.
The Batcave features a rotating transformation chamber, raised and rotating control center with bat-shaped Batcomputer with multiscreen elements, rotating chair, elevating platform function, two cabinets to hide Batman’s Batarangs, plus Batman™ logo tile, prison with exploding escape wall function and a rotating wardrobe with three different Batsuits (minifigure bodies) for Batman.
Put the Bruce Wayne™ minifigure in one side of the transformation chamber and rotate to reveal the hidden Batman™ minifigure.
Activate the elevating platform to move a minifigure from the ground to the Batcomputer control center.
Select Scu-Batsuit, Raging Batsuit or the Bat-Pack Batsuit minifigure bodies for Batman™ from the rotating wardrobe.
The Batboat has a minifigure cockpit, two spring-loaded missiles with secret trigger, four stud shooters and rear batwings.
The Penguin’s Duckmobile features a minifigure cockpit with adjustable lever, two dual stud shooters, 2 flick missiles and a rotating propeller.
Weapons include Batman’s two Batarangs and the Hench-Penguins’ buzzsaws.
Accessory elements include Batman’s cape and new-for-spring-2017 molded utility belt, breathing device, flippers, microphone and gold-colored cowl, The Penguin’s fur-style collar, umbrella and top hat, and Bruce Wayne’s glass.
This set offers an age-appropriate build and play experience for ages 8+.
Batcave measures over 8” (21cm) high, 15” (40 cm) wide and 7” (20cm) deep.
Batboat measures over 2” (6cm) high, 7” (20cm) long and 4” (12cm) wide.
Duckmobile measures over 3” (9cm) high, 4” (12cm) long and 3” (10cm) wide.",Average,Batcave Break-in,4.7,THE LEGO® BATMAN MOVIE,4.3,PT
9-14,121.9878,4.0,1053.0,4.0,Patrol the sky above Gotham City in The Batwing!,70916.0,"Fly high above Gotham City in the Batwing and battle against Harley Quinn™ with Batman™ and Robin™ in this cool THE LEGO® BATMAN MOVIE: The Batwing set. The Batwing features an opening dual minifigure cockpit for Batman and Robin, rotating boosters, adjustable wings for flight and landing modes, 2 spring-loaded shooters, 2 disc shooters and an opening rear compartment with a car inside. Harley Quinn has a mobile cannon with a 6-stud rapid shooter. Includes 3 minifigures with weapons and accessory elements including Batman’s Batarang and Harley’s hammer.
Includes three minifigures: Batman™, Robin™ and Harley Quinn™.
Batwing features an opening dual minifigure cockpit with translucent-yellow windshield, rotating boosters, adjustable wings for flight and landing modes, two spring-loaded shooters, two disc shooters, opening rear compartment with a small car (with a minifigure seat) inside, and translucent light-style elements.
Harley’s cannon features a six-stud rapid shooter and two wheels.
Weapons include Batman’s Batarang and Harley Quinn’s spinning hammer.
Accessory elements include Batman™ and Robin’s capes, Batman’s molded utility belt and Harley Quinn’s tutu.
Batwing measures over 5” (15cm) high, 12” (31cm) long and 18” (48cm) wide in flight mode, and over 3” (9cm) high, 12” (31cm) long and 20” (53cm) wide in landing mode.
Car measures over 1” (2.5cm) high, 1” (5cm) long and 1” (3cm) wide.
Harley’s cannon measures over 2” (6cm) high, 3” (8cm) long and 1” (4cm) wide.",Average,The Batwing,4.0,THE LEGO® BATMAN MOVIE,3.8,PT
8-14,79.28779999999998,20.0,581.0,4.6,Pursue Man-Bat™ and the Kabuki Twins™ in the Batmobile with three driving modes!,70905.0,"Race through Gotham City in pursuit of Man-Bat™ and the Kabuki Twins™ in the Batmobile. This set from THE LEGO® BATMAN MOVIE features the Batmobile with a dual cockpit for Batman™ and Robin™, two stud shooters and multidirectional wheels for three different modes—race mode, monster truck mode and parallel-parking mode. Man-Bat is equipped with a dynamite element and the Kabuki Twins each have claws to intensify the role-play battle action. Includes five minifigures.
Includes five minifigures: Batman™, Robin™, Man-Bat™ and the Kabuki Twins™
The Batmobile features a two-minifigure cockpit with roof pop-off function, big multidirectional wheels with rubber tires, two stud shooters and posable bat wings.
Adjust the wheels for three different modes—race mode, monster truck mode and parallel-parking mode.
Weapons include Batman's Batarang, Robin's Batman™ Merch gun, Man-Bat's dynamite and the Kabuki Twins' claws (two each).
Accessory elements include Batman and Robin’s capes, and Batman’s new-for-spring-2017 molded utility belt.
This set offers an age-appropriate build and play experience for ages 8+.
The Batmobile measures over 3” (10cm) high, 11” (29cm) long and 5” (15cm) wide in race mode.",Average,The Batmobile,4.8,THE LEGO® BATMAN MOVIE,4.3,PT
8-14,69.5278,19.0,433.0,4.4,Team up with Batgirl™ to stop The Joker’s Notorious Lowrider!,70906.0,"Join Batgirl’s pursuit of The Joker™ and Harley Quinn™ through the streets of Gotham City in this exciting set from THE LEGO® BATMAN MOVIE. The Joker’s Notorious Lowrider vehicle features bouncing suspension, handles for Harley to hang onto, an opening trunk with hidden double spring-loaded shooters and lots of comical features. Extra accessory elements such as Harley’s roller skates add to the role-play fun. Includes three minifigures.
Includes three minifigures: The Joker™, Harley Quinn™ and Batgirl™.
The Notorious Lowrider features a minifigure cockpit with stereo element, bouncing suspension function, opening trunk with hidden double spring-loaded shooters and storage space, handles for Harley Quinn to hang onto, golden-colored chicken ornament on the hood, spare wheel and a comedy horn.
Activate the hidden double spring-loaded shooters by pressing the buttons behind the stereo element.
Weapons include The Joker's pop-gun, Harley Quinn’s bat and Batgirl’s yellow Batarang.
Accessory elements include Harley Quinn’s roller skates and Batgirl’s cape.
This set offers an age-appropriate build and play experience for ages 8+.
Notorious Lowrider measures over 2” (7cm) high, 9” (24cm) long and 3” (8cm) wide.",Average,The Joker™ Notorious Lowrider,4.7,THE LEGO® BATMAN MOVIE,4.2,PT
7-14,69.5278,5.0,425.0,3.2,Dodge Harley Quinn’s cannonball attacks!,70921.0,"Stage a face-off between Batgirl™ and Harley Quinn™ with THE LEGO® BATMAN MOVIE: Harley Quinn Cannonball Attack set, featuring a truck and 2 mini builds of Gotham City buildings. Harley Quinn’s truck features an elevating and rotating Harley Quinn minifigure-shooting cannon, opening doors, and an opening hood. The 2 mini builds are packed with play-starting features such as an ATM, dynamite element and a hinged ladder. This LEGO Batman™ toy includes 4 minifigures and a rat figure.
Includes 4 minifigures: Batgirl™, Harley Quinn™, Gentleman Ghost™ and Crazy Quilt™, plus a rat figure.
Harley Quinn’s truck features an elevating and rotating Harley Quinn™ minifigure-shooting cannon with a translucent flame-style element, minifigure driver's cabin with opening doors and lift-off roof for easy access, and an opening hood with engine elements underneath.
Large mini build features 2 levels, a hinged ladder, wall-mounted lamp with translucent-yellow light-style element, window, 2 ‘Wanted’ poster and 1 ‘Gotham Circus’ poster stickers, an opening door, and a balcony with railings on the upper level.
Small mini build features an ATM, adjustable security camera element, lamppost, trash can, opening door and a dynamite element clipped inside the building.
Fire the truck's cannon to blast Harley Quinn™ through a door, knock over minifigures or topple the lamppost.
Weapons include Batgirl's Batarang and Gentleman Ghost's cane.
Also includes the Phantom Zone Remote element.
Connect Harley Quinn’s 6-stud rapid-shooting cannon from 70916 The Batwing set to add even more firepower to the truck.
This LEGO® Batman™ toy is suitable for ages 7-14.
Harley Quinn’s truck measures over 4” (11cm) high, 7” (18cm) long and 3” (9cm) wide.
Large mini build measures over 5” (13cm) high, 2” (7cm) wide and 1” (5cm) deep.
Small mini build measures over 4” (11cm) high, 2” (6cm) wide and 1” (3cm) deep.",Average,Harley Quinn™ Cannonball Attack,3.2,THE LEGO® BATMAN MOVIE,2.6,PT
8-14,60.9878,6.0,366.0,3.7,Protect Gotham City from Bane’s toxic attacks!,70914.0,"Stop Bane™ and Mutant Leader’s toxic attacks with Batman™ in this exciting THE LEGO® BATMAN MOVIE: Bane™ Toxic Truck Attack set, including Bane’s Toxic Truck, Batman’s Whirly-Bat flyer and a toxic waste mini-build with explode function. The 6-wheel truck features rear 4-wheel suspension and a mounted 6-stud rapid shooter and detachable toxic tank element. Includes 2 minifigures, a big figure and assorted play-inspiring weapons and accessory elements including Batman’s Batarang, Mutant Leader’s torch and Bane’s Venom backpack.
Includes two minifigures: Batman™ and Mutant Leader™, plus a Bane™ big figure.
Bane’s 6x6 Toxic Truck features a minifigure cockpit, space for Bane™, six big wheels with rear-four-wheel suspension, mounted adjustable six-stud rapid shooter with target-sighting element, and a detachable translucent-green toxic tank element.
Batman’s Whirly-Bat features a minifigure seat, rotating rotor, two adjustable Batwings and two wheels.
Also includes a toxic waste mini-build with a silo, three toxic bomb elements and explode function.
The Bane™ big figure features posable arms and legs, and has a Venom backpack.
Weapons include Batman’s Batarang and Mutant Leader’s torch.
Accessory elements include Batman’s cape and molded utility belt.
Bane™ stands over 2” (7cm) tall.
Toxic Truck measures over 4” (11cm) high, 6” (17cm) long and 3” (9cm) wide.
Whirly-Bat measures over 3” (9cm) high, 2” (6cm) long and 1” (4cm) wide.
Toxic waste mini-build measures over 2” (6cm) high, 1” (4cm) wide and 1” (4cm) deep.",Average,Bane™ Toxic Truck Attack,4.0,THE LEGO® BATMAN MOVIE,3.0,PT
7-14,48.7878,5.0,267.0,3.6,Party on with Superman™ and friends!,70919.0,"Recreate the hilarious scene from THE LEGO® BATMAN MOVIE where the Justice League™ throw a big party… but don’t invite Batman™! The Justice League Anniversary Party set features a wheel-operated, rotating dance floor, DJ booth with record decks, bunting and loads of translucent decorative elements. This LEGO Batman toy also features 4 minifigures, including Superman™, plus a Wonder Dog™ figure. (Note: Batman minifigure not included in this set.)
Includes 4 minifigures: Superman™, Hawkgirl™, El Dorado™ and Green Arrow™, plus a Wonder Dog™ figure.
Features a wheel-operated, rotating dance floor for a minifigure, DJ booth with a flip-up seat for the Wonder Dog™ figure or space for a minifigure and detailed record decks with 2 turntables and adjustable record needles, ‘57th Annual Justice League Anniversary Party' banner, bunting with attachment points for minifigures, and lots of multicolored, translucent disco-light-style and decorative elements.
Turn the wheel behind the DJ booth to spin the dance floor around.
Place Wonder Dog™ in the DJ booth or flip up the seat to put a minifigure behind the decks.
Also includes Green Arrow’s bow.
Accessory elements include Green Arrow's quiver and Wonder Dog's new-for-January-2018 cape.
Hawkgirl™ and El Dorado™ minifigures are new for January 2018.
This LEGO® Batman™ toy is suitable for ages 7-14.
Measures over 4” (12cm) high, 9” (24cm) wide and 5” (14cm) deep.",Easy,The Justice League™ Anniversary Party,3.2,THE LEGO® BATMAN MOVIE,3.4,PT
7-14,48.7878,12.0,293.0,4.9,Join Batman™ in a comical food fight!,70920.0,"Help Batman™ fend off Egghead™ and Condiment King's food-firing attacks with THE LEGO® BATMAN MOVIE: Egghead Mech Food Fight set. The Egghead Mech features an opening egg-shaped minifigure cockpit, posable arms and legs, a fried egg disc shooter, spinning and grabbing whisk/claw and a canister containing chicken and egg elements. Condiment King is armed with ketchup and mustard stud shooters. This LEGO Batman toy includes 3 minifigures.
Includes 3 minifigures: Batman™, Egghead™ and Condiment King™.
Features an opening egg-shaped minifigure cockpit for Egghead™, posable arms and legs, a fried egg disc shooter, 3 discs with fried egg decoration, spinning and grabbing whisk/claw, and a storage canister containing 1 chicken and 3 egg elements.
Weapons include Batman's grappling gun and Condiment King's ketchup and mustard stud shooters.
This LEGO® Batman™ toy is suitable for ages 7-14.
Measures over 6” (16cm) high, 5” (15cm) long and 7” (20cm) wide.",Average,Egghead™ Mech Food Fight,4.8,THE LEGO® BATMAN MOVIE,4.6,PT
8-14,42.6878,24.0,305.0,4.5,Put the heat on The Penguin™ Arctic Roller with Batman™!,70911.0,"Join Batman’s pursuit of The Penguin in THE LEGO® BATMAN MOVIE: The Penguin™ Arctic Roller set. The Arctic Roller vehicle features a minifigure cockpit with removable roof, dual spring-loaded shooter and loads of quirky penguin details. Add an extra dimension to the chase by opening the trunk and placing The Penguin™ on his penguin mini escape pod. Includes two minifigures.
Includes two minifigures: Batman™ and The Penguin™.
The Arctic Roller features a minifigure cockpit with removable roof, six wheels with rubber tires and golden-colored trims, dual spring-loaded shooter, an opening trunk with penguin mini escape pod, fish missile details on either side of the car, penguin-head hood ornament and translucent headlight-style elements.
Press the button on the hood to fire the spring-loaded shooters.
The penguin mini escape pod has an open minifigure cockpit, steering wheel element and penguin details.
Includes Batman’s Batarang.
Accessory elements include Batman’s cape and new-for-spring-2017 molded utility belt, and the Penguin’s collar, top hat and umbrella.
This set offers an age-appropriate build and play experience for ages 8+.
Arctic Roller measures over 2” (7cm) high, 8” (22cm) long and 2” (7cm) wide.",Easy,The Penguin™ Arctic Roller,4.8,THE LEGO® BATMAN MOVIE,4.4,PT
7-14,42.6878,18.0,254.0,4.2,Battle with Batman™ against The Riddler™ and his allies!,70903.0,"Take on four Super-Villains at once in THE LEGO® BATMAN MOVIE: The Riddler™ Riddle Racer set, featuring the Riddle Racer vehicle with two hidden flip-up spring-loaded shooters. Team up with Batman™ to defeat The Riddler™, Kite Man™, Magpie™ and Calendar Man™. Also includes Kite Man’s detachable glider pack with posable wings, Batman’s Batarang, Magpie’s dynamite elements and other role-play-inspiring weapons and accessory elements. Includes five minifigures.
Includes five minifigures: Batman™, The Riddler™, Magpie™, Calendar Man™ and Kite Man™
The Riddle Racer features a dual exhaust with two flip-up, spring-loaded shooters, secret front compartment with two hidden guns, an open minifigure cockpit, plus wing mirror and translucent headlight/indicator light-style elements.
Press down the dual exhaust to flip up the engine and fire the hidden spring-loaded shooter.
Attach Kite Man's glider pack with posable wings to take the action to the sky.
Weapons include Batman’s Batarang, and Magpie’s two dynamite elements.
Accessory elements include Batman’s cape and new-for-spring-2017 molded utility belt, The Riddler’s top hat and cane, Magpie’s armor, Calendar Man’s calendar cape, and Kite Man's kite and helmet.
This set offers an age-appropriate build and play experience for ages 7+.
Riddle Racer measures over 1” (3cm) high, 7” (18 cm) long and 2” (7cm) wide.
Kite Man's kite measures over 3” (8cm) wide.",Easy,The Riddler™ Riddle Racer,4.2,THE LEGO® BATMAN MOVIE,4.4,PT
7-14,30.4878,2.0,198.0,4.0,Bring down Captain Boomerang™ with Batman’s Bat-Dune Buggy!,70918.0,"Glide over bumps in the Gotham City streets and face off against Captain Boomerang™ with THE LEGO® BATMAN MOVIE: The Bat-Dune Buggy set. This cool buggy features a minifigure cockpit with an opening cage for Batman™, rear-wheel suspension and 2 stud shooters. This LEGO Batman toy includes 2 minifigures, each equipped with Batarangs and boomerangs to boost the role-play battle fun.
Includes Batman™ and Captain Boomerang™ minifigures.
Features a minifigure cockpit with an opening cage, rear-wheel suspension, 2 stud shooters and translucent-yellow light-style elements.
Weapons include Batman’s 2 Batarangs and Captain Boomerang's 2 boomerangs.
This LEGO® Batman™ toy is suitable for ages 7-14.
Measures over 2” (7cm) high, 4” (12cm) long and 3” (9cm) wide.",,The Bat-Dune Buggy,4.5,THE LEGO® BATMAN MOVIE,4.0,PT
7-14,30.4878,8.0,204.0,4.1,Help Batman™ to stop Scarecrow™ delivering a special scare pizza!,70910.0,"Save Gotham City Energy Facility from a fear gas attack with this action-packed THE LEGO® BATMAN MOVIE: Scarecrow™ Special Delivery set, featuring Scarecrow’s pizza delivery bike with cart and a security booth. Pop out the sides of the bike’s cart by turning the sign on the roof to reveal the fear gas canister. Move the security booth’s boom barrier up and down or smash through it with the bike. Includes three minifigures.
Includes three minifigures: Batman™, Scarecrow™ and a security guard.
Pizza delivery bike features a minifigure cockpit, translucent headlight elements, cart with a pop-out-sides function and a fear gas canister.
Rotate the pizza sign on the cart roof to pop out the sides and reveal the fear gas canister.
The security booth features a boom barrier which can move up and down and ‘explode' off when the bike drives through it. Also includes a roof for Batman™ to leap from, ‘Gotham Energy' sticker, and assorted elements including a security camera, mug and other translucent light-style elements.
Weapons include Batman’s two Batarangs.
Accessory elements include Batman’s cape and new-for-spring-2017 molded utility belt, Scarecrow’s helmet, pizza and pizza box, and the security guard's hat.
This set offers an age-appropriate build and play experience for ages 7+.
Connect the security booth to other builds from 70900 The Joker™ Balloon Escape and 70901 Mr. Freeze™ Ice Attack to create an even bigger power station.
Pizza delivery bike with cart measures over 3” (8cm) high, 4” (12cm) long and 1” (4cm) wide.
Security booth with barrier lowered measures over 3” (9cm) high, 3” (10cm) wide, 3” (9cm) deep.",Average,Scarecrow™ Special Delivery,4.4,THE LEGO® BATMAN MOVIE,4.1,PT
7-14,30.4878,19.0,201.0,4.1,Protect the power plant from Mr. Freeze’s ice attack!,70901.0,"Help Batman™ defend the Gotham City Energy Facility from Mr. Freeze’s Exosuit assault and save the security guard from the ice prison in THE LEGO® BATMAN MOVIE: Mr. Freeze™ Ice Attack set. The set features Mr. Freeze’s posable Exosuit with room for a minifigure and a stud-shooting freeze gun, plus a detailed power plant build and an opening ice prison. Includes three minifigures and assorted play-inspiring weapons and accessory elements including Batman’s flamethrower.
Includes three minifigures: Batman™, Mr. Freeze™ and a security guard.
Mr. Freeze’s Exosuit features a stud-shooting freeze gun, room for a minifigure, posable joints and translucent elements.
The power plant features a silo with pipe and an adjustable lever, plus computer, pressure meter, mug and translucent light elements.
Also includes an opening, translucent-blue ice prison with space for a minifigure.
Weapons include Batman’s Batarang and flamethrower, and the security guard’s gun.
Accessory elements include Batman’s cape and new-for-spring-2017 molded utility belt, and the security guard’s breathing mask and oxygen tank.
This set offers an age-appropriate build and play experience for ages 7+.
Connect the power plant to other builds from 70900 The Joker™ Balloon Escape and 70910 Scarecrow™ Special Delivery to create an even bigger power station.
Mr. Freeze’s Exosuit stands over 4” (11cm) tall.
Power plant measures over 2” (7cm) high, 5” (13cm) wide and 1” (3cm) deep.
Ice prison measures over 2” (6cm) high, 1” (3cm) wide and 1” (3cm) deep.",Easy,Mr. Freeze™ Ice Attack,4.6,THE LEGO® BATMAN MOVIE,4.4,PT
6-12,18.2878,7.0,141.0,4.0,Power into the sky to stop Scarecrow’s fear gas attacks!,70913.0,"Team up with Batman™ to stop Scarecrow™ spreading fear in this action-packed THE LEGO® BATMAN MOVIE: Scarecrow™ Fearful Face-off set. The Gyro-Copter features 2 spinning rotors, an adjustable rudder and 2 bomb-drop functions to drop the included fear gas bomb elements. Attach Batman’s jetpack with Batwings and adjustable boosters, and arm him with the grappling gun to role-play an aerial battle. The set also features a power plant mini build with an explode function for added jeopardy, plus 2 minifigures.
Includes two minifigures: Scarecrow™ and Batman™.
Scarecrow’s Gyro-Copter features top and rear spinning rotors, an adjustable rudder, two bomb-drop functions and three translucent-green fear gas bomb elements.
The power plant mini build has space for a fear gas bomb element and an explode function.
Also includes Batman’s jetpack with Batwings and two adjustable boosters with translucent flame elements.
Includes Batman’s grappling gun.
Gyro-Copter measures over 3” (9cm) high, 5” (13cm) long and 1” (5cm) wide.
Power plant mini build measures over 1” (5cm) high, 2” (6cm) wide and 1” (3cm) deep.",Easy,Scarecrow™ Fearful Face-off,4.1,THE LEGO® BATMAN MOVIE,4.4,PT
6-12,18.2878,18.0,124.0,4.5,Help Batman™ stop The Joker™ escaping!,70900.0,"Stage a face-off between The Joker™ and Batman™ at the Gotham City Energy Facility in THE LEGO® BATMAN MOVIE: The Joker Balloon Escape set, featuring The Joker’s detachable balloon backpack and a power plant build. The power plant has a movable bomb element and silo with explode function, while Batman is armed with a grappling gun to intensify role-play battles. Includes two minifigures.
Includes two minifigures: Batman™ and The Joker™.
The Joker’s balloon backpack features five balloon and two translucent flame elements.
The power plant features a silo with explode function, pipes, plus computer, pressure meter and bomb elements.
Weapons include Batman's grappling gun with string attached.
Accessory elements include Batman's cape and new-for-spring-2017 molded utility belt, and The Joker's special purple coat-tail.
This set offers an age-appropriate build and play experience for ages 6+.
Connect the power plant to other builds from 70901 Mr. Freeze™ Ice Attack and 70910 Scarecrow™ Special Delivery to create an even bigger power station.
Balloon backpack measures over 4” (11cm) high, 3” (9cm) wide and 1” (4cm) deep.
Power plant measures over 2” (6cm) high, 2” (6cm) wide and 2” (7cm) deep.",Easy,The Joker™ Balloon Escape,4.7,THE LEGO® BATMAN MOVIE,4.6,PT
5+,4.8678,13.0,8.0,4.3,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,71020.0,"Bring exciting new play possibilities to existing LEGO® sets with LEGO Minifigures. This new, awesome lineup of exclusive, Limited Edition collectible characters makes a perfect addition to first THE LEGO BATMAN MOVIE series. Enjoy all-new action-packed adventures with Swimsuit Batman™, Vacation Robin™, Vacation The Joker™, Disco Harley Quinn™, Vacation Alfred Pennyworth™, Vacation Batgirl™, Doctor Phosphorus™, Clock King™, Mermaid Batman™, Killer Moth™, Jor-El™, General Zod™, Apache Chief™, Bat-Merch Batgirl™, Hugo Strange™, Disco Alfred Pennyworth™, Black Canary™, Black Vulcan™, Wonder Twin Zan™ and Wonder Twin Jayna™. Each LEGO DC minifigure comes in a sealed ‘mystery’ bag, together with one or more accessory elements, plus a collector's leaflet and a new-for-January-2018 display plate with a printed Batman™ logo.
Every collectible LEGO DC minifigure in this series comes with one or more accessory elements, plus a collector’s leaflet and a new-for-January-2018 display plate with a printed Batman™ logo.
20 limited edition LEGO® Minifigure characters to build and play out your very own action-packed THE LEGO BATMAN MOVIE scenes!
Combine with LEGO® building sets for endless play possibilities.
Have fun trading minifigures with your friends to complete your collection.
Suitable for ages 5+.
PLEASE NOTE: Each ‘mystery’ bag contains one of the 20 characters available in this collection. Unfortunately, we cannot accommodate requests for specific minifigures. If you purchase more than one ‘mystery’ bag, you may receive two or more identical minifigures.",Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8,Minifigures,4.0,PT
8-14,103.6878,9.0,643.0,4.4,Launch a space mission from the Batcave!,70923.0,"Take off from the Batcave in The Bat-Space Shuttle with this fun-packed THE LEGO® BATMAN MOVIE set. The shuttle has a detachable triple-booster pack, 4 stud shooters and an opening rear compartment with a Bat-Moon Buggy for a minifigure to drive. The Batcave features a dock for the shuttle, Bat-Kayak with a rotating display stand, and a sliding costume rail with 3 detachable costume minifigures. This LEGO Batman™ toy also includes 6 minifigures with weapons to role-play, recreate and reimagine your favorite scenes from the smash-hit movie.
Includes 6 minifigures: Batman™, Dick Grayson™, Catwoman™, Reggae Man Batsuit, Space Batsuit and Firestarter Batsuit.
This action-packed set features The Bat-Space Shuttle, Bat-Moon Buggy, Batcave and Bat-Kayak.
Bat-Space Shuttle features a detachable triple-booster pack, a shuttle with an opening minifigure cockpit, 2 stud shooters on each wing, and an opening rear compartment containing the Bat-Moon Buggy with an adjustable antenna and minifigure seat.
The Batcave has a dock for the Bat Space Shuttle, Bat-Kayak with a rotating display stand, sliding costume rail with detachable Reggae Man Batsuit, Space Batsuit and Firestarter Batsuit minifigures, computer keyboard and screen elements, weapon rack with 2 Batarangs, 3 arrows and a grapple hook for the grappling gun, plus rotating ‘reflectors'.
Slide the costume rail and choose from 3 different costume minifigures.
Weapons include Batman's grappling gun and Catwoman's whip.
Reggae Man Batsuit, Space Batsuit and Firestarter Batsuit costume minifigures are new for January 2018.
Add this set to 70909 Batcave Break-in to create an extended Batcave.
This LEGO® Batman™ toy is suitable for ages 8-14.
The Bat-Space Shuttle measures over 4” (11cm) high, 11” (29cm) long and 7” (20cm) wide.
Bat-Moon Buggy measures over 1” (5cm) high, 1” (5cm) long and 1” (3cm) wide.
Batcave measures over 5” (13cm) high, 13” (34cm) wide and 6” (16cm) deep.
Bat-Kayak measures over 1” (3cm) high, 4” (12cm) long and under 1” (2cm) wide.",Average,The Bat-Space Shuttle,4.8,THE LEGO® BATMAN MOVIE,3.5,PT
